"gene","logFC","logCPM","F","PValue","FDR","median_logFC_by_sample","prop_same_sign","expr_prop_in_A","stability_score"
"CCL26",3.12490814653817,2.9465978786746,27.1218650029803,1.3473385827326e-05,0.00075745753204321,2.48466588725416,0.818181818181818,0.818181818181818,2.03290845320795
"IL32",2.32108983379742,6.56274756238572,11.7696261848644,0.0025943880495371,0.0313185668492027,2.23501277072471,0.909090909090909,1,2.03182979156792
"ABCA8",2.02060920513623,6.11012170626627,31.705202283636,4.84611238538405e-06,0.000352707587349821,2.02932527434414,1,1,2.02932527434414
"GPR153",2.69083102138171,3.19807269532922,44.6659287667279,1.14695874152159e-07,2.60550794115655e-05,2.21933240302665,0.909090909090909,0.909090909090909,2.01757491184241
"TSHZ2",2.44832608469707,4.38878378363322,21.5065964167304,6.28108512309352e-05,0.00226921227109738,2.21877054459095,0.909090909090909,1,2.01706413144632
"COL1A2",2.28605568815317,10.6347285136822,35.2344662026965,2.68710062072024e-06,0.000227614122070387,2.01590447740716,1,1,2.01590447740716
"SNED1",1.94780485139764,4.71740143875799,27.5153911562316,1.11658026689885e-05,0.000653940935219313,2.00492880859956,1,1,2.00492880859956
"SERPINE1",1.85914947489216,8.4211314683089,17.7661121929678,0.000253746139785562,0.00617571396945915,2.00393901093717,1,1,2.00393901093717
"GGT5",2.11552400835159,6.47113225126497,44.0564116971884,2.63757517234739e-07,4.470919840242e-05,1.97634812690588,1,1,1.97634812690588
"SPRY1",1.86923707108021,7.07734335614339,96.8231365413462,1.12704684579671e-10,2.816302226505e-07,1.97309769948726,1,1,1.97309769948726
"ITGBL1",2.1194611351121,7.35708523925833,24.7626306462831,3.42019077518452e-05,0.00149501225342104,2.15895365316401,0.909090909090909,1,1.96268513924001
"PCOLCE2",2.24361744053828,7.47269273834501,56.9344307824953,1.57001872425266e-08,7.59331959120002e-06,2.15049867126874,0.909090909090909,0.909090909090909,1.95499879206249
"CDO1",1.7810999903372,4.77392858632949,22.708399342282,4.04006732385163e-05,0.00167327981730684,2.14664239382049,0.909090909090909,0.909090909090909,1.95149308529136
"HTR4",2.4572307920316,3.72617189497771,54.2400030709837,2.40615536137011e-08,9.7501317116276e-06,2.38288814079788,0.818181818181818,0.818181818181818,1.9496357515619
"RFX8",3.24692410013639,1.26165985827103,23.2349917779612,3.14454775559276e-05,0.00139074349556349,2.12029635260618,0.909090909090909,0.909090909090909,1.92754213873289
"HAS2",3.05556338783117,3.41269131226177,16.1248356912797,0.000299730586388943,0.00692428456352762,2.12029635260618,0.909090909090909,0.909090909090909,1.92754213873289
"SYNDIG1",2.34795120750538,1.84579286974216,19.6358189418463,7.35041359281871e-05,0.00251526620292061,2.12029635260618,0.909090909090909,0.818181818181818,1.92754213873289
"CCDC80",1.96967645613847,8.4286673400509,34.9299610966522,2.00081363927266e-06,0.000189862018314019,2.10977612392528,0.909090909090909,1,1.91797829447753
"CDH11",1.6415527782318,6.46279605306932,24.679921014627,3.46000582723795e-05,0.00150364832950083,1.91348605950034,1,1,1.91348605950034
"KDELR3",2.7667958903181,5.51830757806076,26.0465358950715,1.77735472472369e-05,0.000907524645553679,2.10265629029839,0.909090909090909,0.909090909090909,1.91150571845308
"CHEK2",1.77702998684213,2.42159827605706,16.7440206280028,0.000225952186802752,0.00568406230995581,2.32604741236288,0.818181818181818,0.909090909090909,1.90312970102418
"ISLR",1.84882100259192,6.66173879567911,26.8287784072969,1.78563176441229e-05,0.000907524645553679,1.90138820891732,1,1,1.90138820891732
"SEC14L2",2.43601809123774,4.63919418732505,9.86924953013677,0.00463446202492593,0.0469489791484557,2.61241364396205,0.727272727272727,0.818181818181818,1.89993719560876
"ITGA2",2.50336147659105,3.8391999829623,50.6572519213383,3.14392739267099e-08,1.1784225849579e-05,1.89338946844713,1,1,1.89338946844713
"PAMR1",2.73516249094454,2.44732866379508,22.6146478342582,2.70434162339402e-05,0.00123994476940509,2.07873811623939,0.909090909090909,0.909090909090909,1.88976192385399
"COL5A1",1.87639237026699,7.10879638582982,26.9294301063947,1.93677210066764e-05,0.000959450588940562,1.88444241749575,1,1,1.88444241749575
"MDFI",2.7019472688079,2.76545863235987,32.7912875922056,1.18110382486129e-06,0.00012559070671025,1.87339552212749,1,1,1.87339552212749
"ST8SIA1",2.43298468400327,3.20318282574527,22.314467564633,3.88158958118446e-05,0.00161209619364816,1.86335613871862,1,1,1.86335613871862
"CLEC11A",2.09295221615046,5.92173513717904,22.1099112366945,6.53184720008462e-05,0.0023261754173603,1.86133740048862,1,1,1.86133740048862
"IGSF3",2.97848044531235,1.72214566202671,26.1386682739746,1.21045710843387e-05,0.00069268639033393,2.55856081945987,0.727272727272727,0.727272727272727,1.86077150506173
"SLC14A1",2.10155946480278,4.80488104561464,15.9544962027445,0.000394967127653008,0.00850825020819188,2.03225094570191,0.909090909090909,0.909090909090909,1.84750085972901
"MDK",2.11860683159602,5.68770657338084,18.6106889281893,0.000185132356434212,0.00498542666967441,2.03076562942976,0.909090909090909,1,1.84615057220887
"SPOCK1",2.43760299404256,4.59632074124058,19.8785268626282,0.000106571670002975,0.00329449288320538,2.53836778847392,0.727272727272727,0.818181818181818,1.84608566434467
"PDGFD",1.67574002999097,6.21389907005486,19.1756833766344,0.000142156278204684,0.00409874822908235,2.02373692388045,0.909090909090909,1,1.83976083989132
"EPHA3",1.87180800177405,4.77218503977652,22.4303702292547,3.76439617080903e-05,0.0015809409464689,1.99439168083401,0.909090909090909,0.909090909090909,1.81308334621273
"IL15RA",2.03896290211008,3.61247904956502,37.7162593930561,7.05684186892841e-07,8.67239591318391e-05,1.99129112196285,0.909090909090909,0.909090909090909,1.81026465632986
"NLGN4X",4.44754280590379,2.0871461510572,36.6732887052811,1.11399863413e-06,0.000120159579291447,2.48622163643013,0.727272727272727,0.727272727272727,1.808161190131
"LTBP2",2.06866375287003,8.82326514545358,36.8457789391226,1.90279677835677e-06,0.000183406483215636,1.98290390485822,0.909090909090909,1,1.80263991350747
"CGNL1",1.80626430182862,4.99261603636492,38.6388782068031,7.14909096941674e-07,8.71433503288335e-05,1.9787130587555,0.909090909090909,1,1.79883005341409
"PDE7B",1.82025742094695,2.93387874277388,19.7029889299434,7.67654458655042e-05,0.00258059266785091,1.95288294724292,0.909090909090909,0.909090909090909,1.7753481338572
"GFPT2",1.45678729553614,3.343762862899,12.7308574260956,0.00113571684006713,0.0176820379887087,1.948416359859,0.909090909090909,1,1.77128759987182
"KIAA1755",1.6967050869937,3.8063363729987,21.6631673176587,5.30807679484957e-05,0.00201989836002994,1.93429704666863,0.909090909090909,1,1.75845186060784
"SEMA3A",4.14275326164252,1.77890395629188,32.2831364354824,3.75317871873567e-06,0.000288164664408713,1.9339427103035,0.909090909090909,0.909090909090909,1.75812973663955
"ITGB8",1.38763129136996,3.14717849255029,12.5998286151094,0.0011178189616859,0.0174577705130799,2.14584212944908,0.818181818181818,0.909090909090909,1.75568901500379
"DAPK2",3.15480155428239,2.03863778136782,24.815781799618,1.59696596440058e-05,0.000843074320572461,1.74976592915785,1,1,1.74976592915785
"COLEC11",3.07338940625789,3.6085164923157,28.5289975443314,7.1863461375867e-06,0.00048100396268231,2.12728336460758,0.818181818181818,0.818181818181818,1.74050457104256
"TNFSF13B",2.24498759811473,3.77104847006621,22.8596986941705,3.6592782869543e-05,0.00154981806091259,1.91287391182808,0.909090909090909,0.909090909090909,1.73897628348007
"STON2",2.70067533149071,1.66741703440451,26.22059026669,8.53707530526258e-06,0.0005423575002195,2.12029635260618,0.818181818181818,0.909090909090909,1.7347879248596
"KCNG1",2.49532661014814,1.29231405351487,15.710235685422,0.000324247819269449,0.00736170738754063,2.12029635260618,0.818181818181818,0.818181818181818,1.7347879248596
"DNAJC22",2.9490886618148,2.08711896986969,20.1076515400151,7.42013085841268e-05,0.00251676069905488,2.11977380991566,0.818181818181818,0.818181818181818,1.734360389931
"IL16",1.86069716216783,3.50410859751532,21.0776853019191,6.1323583223292e-05,0.00223161282346315,2.11977380991566,0.818181818181818,0.909090909090909,1.734360389931
"SSC5D",2.09597885000546,5.25342404114528,34.5092878638066,1.72300292567353e-06,0.000171079356719359,1.73198758234446,1,1,1.73198758234446
"RUNX1",1.74208622856874,5.25812629220119,31.454340429033,4.76186839573813e-06,0.00034899421033066,1.73198758234446,1,1,1.73198758234446
"NRG1",2.94400621915535,1.70995370819691,25.3672308321138,1.27004503396373e-05,0.000720020377179863,2.09903581837025,0.818181818181818,0.909090909090909,1.71739294230293
"RCN3",1.56955462479794,6.86367629956011,17.8984655670773,0.000243755423714146,0.00603040852534547,1.70604135835077,1,1,1.70604135835077
